,Book_Name,book_id,guten_genre,Author_Name,FileNo
821,A Soldier's Daughter- and Other Stories,pg48297.epub,Sea and Adventure,Henty| G. A.,48297
822,A Life for a Life- Volume 2 (of 3),pg48482.epub,Literary,Craik| Dinah Maria Mulock,48482
823,A Life for a Life- Volume 3 (of 3),pg48483.epub,Literary,Craik| Dinah Maria Mulock,48483
824,Tinman,pg48989.epub,Literary,Gallon| Tom,48989
829,The Spider and the Fly- An Undesired Love,pg49537.epub,Literary,Garvice| Charles,49537
831,Chetwynd Calverley - New Edition- 1877,pg49680.epub,Literary,Ainsworth| William Harrison,49680
832,The Desultory Man - Collection of Ancient and Modern British Novels and Romances. Vol. CXLVII.,pg49718.epub,Literary,James| G. P. R.,49718
833,The Forgery- Best Intentions.,pg50042.epub,Literary,James| G. P. R.,50042
835,The Mystery of the Sycamore,pg50209.epub,Detective and Mystery,Wells| Carolyn,50209
836,Leslie's Loyalty,pg50440.epub,Literary,Garvice| Charles,50440
837,De L'Orme. - The Works of G. P. R. James- Esq.|| Vol. XVI.,pg50688.epub,Literary,James| G. P. R.,50688
839,Morley Ernstein- the Tenants of the Heart,pg51251.epub,Literary,James| G. P. R.,51251
840,The Fate: A Tale of Stirring Times,pg51455.epub,Literary,James| G. P. R.,51455
843,Delaware- The Ruined Family. Vol. 1,pg51628.epub,Literary,James| G. P. R.,51628
844,Delaware- The Ruined Family. Vol. 2,pg51629.epub,Literary,James| G. P. R.,51629
845,Delaware- The Ruined Family. Vol. 3,pg51630.epub,Literary,James| G. P. R.,51630
847,A Whim- and Its Consequences - Collection of British Authors Vol. CXIV,pg51715.epub,Literary,James| G. P. R.,51715
850,Daireen. Volume 1 of 2,pg51936.epub,Literary,Moore| Frank Frankfort,51936
851,Daireen. Volume 2 of 2,pg51937.epub,Literary,Moore| Frank Frankfort,51937
852,Daireen. Complete,pg51938.epub,Literary,Moore| Frank Frankfort,51938
853,Priscilla and Charybdis: A Story of Alternatives,pg51972.epub,Literary,Moore| Frank Frankfort,51972
854,Well- After All,pg51988.epub,Literary,Moore| Frank Frankfort,51988
863,Kate Vernon: A Tale. Vol. 2 (of 3),pg53356.epub,Literary,Alexander| Mrs.,53356
864,The Touch of Abner,pg53604.epub,Literary,Cody| H. A.,53604
865,Kate Vernon: A Tale. Vol. 3 (of 3),pg53668.epub,Literary,Alexander| Mrs.,53668
964,Mardi: and A Voyage Thither I,pg13720HermanVoyage1.epub,Sea and Adventure,Melville| Herman,137201
965,Mardi: and A Voyage Thither ||,pg13721HermanVoyage2.epub,Sea and Adventure,Melville| Herman,137212
